2008-04-25,111,102
2008-04-26,101,108
2008-04-27,70,95
2008-04-28,122,69
2008-04-29,126,83
2008-04-30,128,88
2008-05-01,74,87
2008-05-02,89,95
2008-05-03,96,115
2008-05-04,74,105
2008-05-05,114,80
2008-05-06,123,91
2008-05-07,144,101
2008-05-08,102,100
2008-05-09,113,97
2008-05-10,117,120
2008-05-11,87,135
2008-05-12,58,81
2008-05-13,151,131
2008-05-14,131,84
2008-05-15,133,91
2008-05-16,168,96
2008-05-17,115,92
2008-05-18,88,87
2008-05-19,111,69
2008-05-20,128,89
2008-05-21,127,94
2008-05-22,141,80
2008-05-23,148,100
2008-05-24,109,102
2008-05-25,88,93
2008-05-26,140,75
2008-05-27,138,73
2008-05-28,110,94
2008-05-29,117,83
2008-05-30,147,110
2008-05-31,94,92
2008-06-01,90,85
2008-06-02,151,89
2008-06-03,133,86
2008-06-04,133,91
2008-06-05,137,97
2008-06-06,145,97
2008-06-07,105,91
2008-06-08,82,70
2008-06-09,122,79
2008-06-10,142,89
2008-06-11,156,105
2008-06-12,144,92
2008-06-13,157,117
2008-06-14,119,102
2008-06-15,74,82
2008-06-16,116,83
2008-06-17,128,94
2008-06-18,129,83
2008-06-19,146,93
2008-06-20,117,125
2008-06-21,148,112
2008-06-22,79,120
2008-06-23,147,92
2008-06-24,135,98
2008-06-25,147,119
